solvent_chem_id	solute_chem_id	solvent_name	solute_name	solute_smiles	solvent_smiles	DHFUS_kj_mol	Tmelt_C	solubility_g_100g	solubility_g_100g_log	cosmo_solubility_g_100g	cosmo_solubility_g_100g_log	solute_a_nC	solute_a_nN	solute_a_nO	solute_b_heavy	solute_b_rotN	solute_lip_acc	solute_lip_don	solute_rings	solute_TPSA	solvent_a_nC	solvent_a_nN	solvent_a_nO	solvent_b_heavy	solvent_b_rotN	solvent_lip_acc	solvent_lip_don	solvent_rings	solvent_TPSA
90	180	Propionic Acid	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O=C(O)CC	25.5	74.0	73.979248	1.8691099	147.6145	2.1691291	13	0	2	15	4	2	1	1	37.299999	3	0	2	4	1	2	1	0	37.299999
101	180	Tetrahydrofuran	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O1CCCC1	25.5	74.0	57.44556	1.7592565	36.631363	1.563853	13	0	2	15	4	2	1	1	37.299999	4	0	1	5	0	1	0	1	9.2299995
110	180	1-Pentanol	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	OCCCCC	25.5	74.0	38.634583	1.5869763	56.28809	1.7504165	13	0	2	15	4	2	1	1	37.299999	5	0	1	5	3	1	1	0	20.23
111	180	2-Methyl-1-Propanol	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	OCC(C)C	25.5	74.0	70.054123	1.8454337	70.427856	1.8477445	13	0	2	15	4	2	1	1	37.299999	4	0	1	4	1	1	1	0	20.23
643	180	acetophenone	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O=C(C)c1ccccc1	25.5	74.0	0.5282222	-0.27718335	36.312759	1.5600593	13	0	2	15	4	2	1	1	37.299999	8	0	1	9	1	1	0	1	17.07
58	180	Ethyl Formate	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O=COCC	25.5	74.0	26.158323	1.4176099	50.966835	1.7072877	13	0	2	15	4	2	1	1	37.299999	3	0	2	4	2	2	0	0	26.299999
19	180	2-Propanol	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	OC(C)C	27.6	156.39999	104.50869	2.0191524	82.381134	1.9158278	13	0	2	15	4	2	1	1	37.299999	3	0	1	3	0	1	1	0	20.23
66	180	Heptane	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	C(CCC)CCC	27.6	156.39999	12.208502	1.0866624	203.72491	2.3090441	13	0	2	15	4	2	1	1	37.299999	7	0	0	6	4	0	0	0	0.0
67	180	Hexane	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	C(CCC)CC	27.6	156.39999	9.6099997	0.98272341	236.88478	2.3745372	13	0	2	15	4	2	1	1	37.299999	6	0	0	5	3	0	0	0	0.0
29	180	Butyl Acetate	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O=C(OCCCC)C	27.6	156.39999	58.889999	1.7700416	29.839354	1.4747894	13	0	2	15	4	2	1	1	37.299999	6	0	2	7	4	2	0	0	26.299999
78	180	Methyl Isobutyl Ketone	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	O=C(CC(C)C)C	27.6	156.39999	62.75	1.7976137	35.89357	1.5550166	13	0	2	15	4	2	1	1	37.299999	6	0	1	6	2	1	0	0	17.07
102	180	Toluene	ibuprofen	O=C(O)C(C)c1ccc(CC(C)C)cc1	Cc1ccccc1	27.6	156.39999	65.169998	1.8140477	221.59166	2.3455534	13	0	2	15	4	2	1	1	37.299999	7	0	0	7	0	0	0	1	0.0
